"","ODS_Code","Role","Name","geo_match","LAT","LON"
"3512","FF703","PHARMACY","HERSHAM PHARMACY","UPRN",51.3649587,-0.3985844
"3513","FTL32","PHARMACY","CITYWIDE HEALTH-FULFORD PHARMACY","UPRN",53.9340662,-1.0709519
"3514","FA449","PHARMACY","MIDDLETON CHENEY PHARMACY","UPRN",52.0715447,-1.273179
"3515","FPQ80","PHARMACY","GATLEY LIMITED","UPRN",53.4828033,-2.3530577
"3516","FTP53","PHARMACY","BOOTS","UPRN",51.5141784,-0.0935514
"3517","FJ919","PHARMACY","LAMIS CHEMISTS","UPRN",51.6369519,-0.0807622
"3518","FL580","PHARMACY","W S & B REES CHEMISTS","UPRN",52.2273732,-2.7389393
"3519","FER86","PHARMACY","COURTNEY CHEMISTS","UPRN",51.5322589,-0.1695298
"3520","FRD99","PHARMACY","BOOTS","UPRN",51.560303,-1.7862453
"3521","FWV37","PHARMACY","FFERYLLFA PENYGROES PHARMACY","UPRN",53.0539394,-4.2833602
"3522","FJT74","PHARMACY","BRITANNIA PHARMACY","UPRN",51.5210957,0.6045426
"3523","FWW57","PHARMACY","M W PHILLIPS CHEMISTS","UPRN",51.4122173,-3.2507272
"3524","FTN30","PHARMACY","RICHARDS & CURTIS","UPRN",51.5427696,-0.2250198
"3525","FKG25","PHARMACY","BOOTS","UPRN",54.4322665,-2.9630936
"3526","FN247","PHARMACY","SUPERDRUG PHARMACY","UPRN",50.7133591,-2.436735
"3527","FEF61","PHARMACY","MANGO PHARMACY","UPRN",51.5267638,-0.4820338
"3528","FM656","PHARMACY","PUTNEY PHARMACY","UPRN",51.4618544,-0.2205745
"3529","FWJ00","PHARMACY","GEORGETOWN PHARMACY","UPRN",51.7463591,-3.3844311
"3530","FKK59","PHARMACY","ASDA PHARMACY","UPRN",51.3449698,0.5089827
"3531","FKV08","PHARMACY","ASDA PHARMACY","UPRN",53.7913919,-2.6857703
"3532","FG235","PHARMACY","REX PHARMACY","UPRN",53.4234027,-1.2012358
"3533","FJ680","PHARMACY","DEVS CHEMIST","UPRN",51.5597934,-0.115506
"3534","FKE35","PHARMACY","JHOOTS PHARMACY","UPRN",52.7104623,-2.0002924
"3535","FFL12","PHARMACY","THE MOUND PHARMACY","UPRN",51.4299388,0.0572016
"3536","FXW49","PHARMACY","ESOMS CHEMIST","UPRN",51.6276914,-0.3873064
"3537","FFT63","PHARMACY","BURGHFIELD PHARMACY","UPRN",51.3988369,-1.0563891
"3538","FJ074","PHARMACY","WELL","UPRN",53.547993,-2.0856074
"3539","FYM17","PHARMACY","SEDEM PHARMACY","UPRN",53.4315585,-2.9775744
"3540","FTE09","PHARMACY","WELDRICKS PHARMACY","UPRN",53.5364504,-1.0585642
"3541","FY922","PHARMACY","ALPHA PHARMACY","UPRN",52.6182239,-2.1301379
"3542","FLQ96","PHARMACY","OSBON PHARMACY","UPRN",51.4824882,-0.1027252
"3543","FYD76","PHARMACY","ALLCORN CHEMIST","UPRN",51.3817747,-0.0928076
"3544","FA709","PHARMACY","BOOTS","PostCode",54.8373012046193,-1.33344250788341
"3545","FJJ23","PHARMACY","ST DENY'S PHARMACY","UPRN",51.0494984,0.1851203
"3546","FCT70","PHARMACY","WIDNES LATE NIGHT PHARMACY","UPRN",53.3797424,-2.7245569
"3547","FCP48","PHARMACY","BOOTS","UPRN",54.8995913,-1.5325236
"3548","FL139","PHARMACY","WOBURN SANDS PHARMACY","UPRN",52.0119664,-0.6471079
"3549","FDV60","PHARMACY","ALLIED PHARMACY","UPRN",52.7748353,-1.207053
"3550","FLX71","PHARMACY","AKHTAR S","UPRN",51.5558041,-0.2138007
"3551","FR267","PHARMACY","GPHARMACY DIRECT","PostCode",53.4763884321968,-2.59636660860228
"3552","FNK89","PHARMACY","SEATON PHARMACY","UPRN",54.6622036,-3.525434
"3553","FTY21","PHARMACY","PASCOE PHARMACY","UPRN",51.4228993,-0.1050619
"3554","FPD58","PHARMACY","WHITE'S PHARMACY","UPRN",50.6194772,-3.4130543
"3555","FWF74","PHARMACY","ROWLANDS PHARMACY","UPRN",53.0400646,-2.984846
"3556","FXD71","PHARMACY","HAVERHILL PHARMACY","UPRN",52.0828098,0.4355911
"3557","FTK31","PHARMACY","J M & W DARLING LTD","UPRN",54.9861185,-1.430757
"3558","FLG43","PHARMACY","WELL","UPRN",53.5337874,-1.3739811
"3559","FKG06","PHARMACY","MANTON PHARMACY","UPRN",53.2965985,-1.1112238
"3560","FFC36","PHARMACY","WELL","UPRN",53.115565,-2.1773205
"3561","FW238","PHARMACY","DAY LEWIS PHARMACY","UPRN",51.3896814,-0.1900261
"3562","FVA41","PHARMACY","STUART MOUL PHARMACY","UPRN",51.531038,-2.4710198
"3563","FD647","PHARMACY","GOLF ROAD PHARMACY","UPRN",51.2303876,1.3989066
"3564","FA207","PHARMACY","TESCO INSTORE PHARMACY","UPRN",51.5363815,0.0708235
"3565","FVF01","PHARMACY","WELL","UPRN",54.7591495,-1.3338554
"3566","FC434","PHARMACY","ROPHARM CHEMIST","UPRN",51.4684674,-0.067151
"3567","FDX36","PHARMACY","HATHERSAGE PHARMACY","UPRN",53.3305819,-1.6525041
"3568","FD420","PHARMACY","DAY LEWIS PHARMACY","UPRN",50.765975,0.2810964
"3569","FE056","PHARMACY","ROWLANDS PHARMACY","UPRN",53.0017317,-1.1390726
"3570","FMK82","PHARMACY","MEDIFAST DELIVERY PHARMACY","PostCode",53.3725118146337,-1.37087358503034
"3571","FJQ61","PHARMACY","EVERCARE PHARMACY","UPRN",53.6212734,-2.1501304
"3572","FGK85","PHARMACY","THE PHARMACY","UPRN",50.8138918,-1.0686249
"3573","FPJ31","PHARMACY","BOOTS","UPRN",51.7607065,-0.5645505
"3574","FTK24","PHARMACY","TREHERBERT PHARMACY","UPRN",51.6745551,-3.5363776
"3575","FJJ31","PHARMACY","JHOOTS PHARMACY","UPRN",51.0177587,-4.2007583
"3576","FWN74","PHARMACY","WELL","UPRN",51.5644961,-3.3195115
"3577","FH825","PHARMACY","SWIFT BAILIFF BRIDGE PHARMACY","UPRN",53.7220164,-1.7773167
"3578","FF166","PHARMACY","BOOTS","UPRN",50.3716272,-4.1446035
"3579","FVH09","PHARMACY","WELL","UPRN",53.0627859,-2.2099978
"3580","FEW57","PHARMACY","PRIORY PHARMACY","UPRN",51.382773,0.107211
"3581","FFL51","PHARMACY","COKEHAM PHARMACY","UPRN",50.8331506,-0.3372933
"3582","FDJ04","PHARMACY","MEDICHEM LIMITED","UPRN",54.8997247,-1.37258
"3583","FAP57","PHARMACY","M HUSSAIN CHEMISTS LTD","UPRN",52.4153412,-1.5031904
"3584","FN526","PHARMACY","WELL","UPRN",53.2854361,-2.924286
"3585","FRM28","PHARMACY","CRESTPHARMACY - HOLBROOKS","UPRN",52.4458733,-1.510101
"3586","FE817","PHARMACY","WARECROSS PHARMACY","UPRN",51.7765331,-0.0135983
"3587","FXF62","PHARMACY","LARKHILL PHARMACY","UPRN",53.7505571,-2.474781
"3588","FRA07","PHARMACY","SERENA DISPENSING CHEMIST","UPRN",51.5389264,-0.251155
"3589","FF991","PHARMACY","HINGLEY PHARMACY","UPRN",52.4758547,-1.8386945
"3590","FJ407","PHARMACY","VILLAGE PHARMACY","UPRN",51.6676921,0.2976741
"3591","FQC33","PHARMACY","BOOTS","UPRN",50.5463458,-3.4948483
"3592","FF334","PHARMACY","KNIGHTS CWMCARN PHARMACY","UPRN",51.6346911,-3.1294971
"3593","FAN07","PHARMACY","KAMSONS PHARMACY","UPRN",51.2519286,-0.1538986
"3594","FLL58","PHARMACY","TALBOT ROAD PHARMACY","UPRN",53.8200149,-3.0510762
"3595","FL803","PHARMACY","WELL","UPRN",51.4299388,0.0572016
"3596","FRG03","PHARMACY","DEAN & SMEDLEY","UPRN",52.7949178,-1.6220191
"3597","FP720","PHARMACY","EVEREST PHARMACY - HALLIWELL ROAD","UPRN",53.5943711,-2.4434767
"3598","FR861","PHARMACY","PHARMACY EXPRESS","UPRN",54.5498911,-1.1904901
"3599","FL749","PHARMACY","BOOTS","UPRN",52.7320132,-1.1058773
"3600","FX853","PHARMACY","MORRISONS PHARMACY","UPRN",52.0791112,-1.9404575
"3601","FAR67","PHARMACY","BOOTS","UPRN",52.629261,1.2953092
"3602","FLF14","PHARMACY","BOOTS","UPRN",52.0580391,1.1536891
"3603","FDR43","PHARMACY","WELL","UPRN",54.7996561,-1.6702639
"3604","FCK80","PHARMACY","TOUCHWOOD PHARMACY","UPRN",52.5889905,-1.9947329
"3605","FKL51","PHARMACY","MIDSOMER PHARMACY","UPRN",51.2869004,-2.4799059
"3606","FHH89","PHARMACY","OASIS PHARMACY","UPRN",51.4945538,0.0957239
"3607","FDW52","PHARMACY","ASDA PHARMACY","UPRN",52.4833502,-2.1196661
"3608","FDM81","PHARMACY","SAUNDERSFOOT PHARMACY","UPRN",51.7123673,-4.6979039
"3609","FJG89","PHARMACY","KIVETON PHARMACY","UPRN",53.340973,-1.284392
"3610","FPL53","PHARMACY","WELL","UPRN",53.4526285,-2.3935603
"3611","FE412","PHARMACY","FORMBY HEALTH ROOMS & PHARMACY","UPRN",53.5484178,-3.0541897
"3612","FAL73","PHARMACY","ROWLANDS PHARMACY","UPRN",50.6482182,-2.453886
"3613","FAF46","PHARMACY","K & A PHARMACY","UPRN",54.9512283,-1.5958153
"3614","FJL98","PHARMACY","BOOTS","UPRN",53.1455073,-1.1998638
"3615","FWL73","PHARMACY","BOOTS","UPRN",52.6888676,-2.7520415
"3616","FDL72","PHARMACY","BOOTS","UPRN",51.4062015,-0.7322341
"3617","FEC09","PHARMACY","BOOTS","UPRN",53.8418664,-0.4296763
"3618","FD184","PHARMACY","PERFUCARE PHARMACY","UPRN",51.4311575,-0.0601804
"3619","FWW29","PHARMACY","TOUCHWOOD PHARMACY","UPRN",52.6304561,-1.9689955
"3620","FEC08","PHARMACY","PARKEM CHEMIST LTD","UPRN",52.6458396,-1.1944191
"3621","FDN20","PHARMACY","BOOTS","UPRN",54.340011,-1.4347195
"3622","FTF53","PHARMACY","GREENMED PHARMACY","UPRN",53.5406761,-2.0976191
"3623","FFY99","PHARMACY","BOOTS","UPRN",51.5795695,-0.4997875
"3624","FER38","PHARMACY","SUPERDRUG PHARMACY","UPRN",51.3644013,-0.1933249
"3625","FG262","PHARMACY","MAENDY SQUARE PHARMACY","UPRN",51.6626409,-3.0395512
"3626","FH095","PHARMACY","COHENS CHEMIST","UPRN",53.8566902,-1.6078057
"3627","FHW40","PHARMACY","TESCO INSTORE PHARMACY","UPRN",53.5406187,-1.4358902
"3628","FJV26","PHARMACY","BOOTS","UPRN",50.7272197,-1.1550019
"3629","FJQ55","PHARMACY","COLLINS AND JERVIE","UPRN",51.677344,-0.6066095
"3630","FTJ49","PHARMACY","BOOTS","UPRN",54.6489244,-1.6797793
"3631","FWQ50","PHARMACY","WELL","UPRN",51.6250773,-3.4577464
"3632","FX396","PHARMACY","REDGATE PHARMACY","UPRN",51.1264328,-2.9878823
"3633","FXV31","PHARMACY","ASDA PHARMACY","UPRN",53.724832,-1.8889964
"3634","FHN22","PHARMACY","BORDER DRIVE PHARMACY","UPRN",52.6660475,-1.1379006
"3635","FVT51","PHARMACY","WELL","UPRN",55.0729742,-1.5263259
"3636","FKK46","PHARMACY","PEAK PHARMACY","UPRN",53.4963153,-2.5091554
"3637","FEM83","PHARMACY","TESCO INSTORE PHARMACY","UPRN",51.4945332,-0.0460796
"3638","FAX78","PHARMACY","SUPERDRUG PHARMACY","UPRN",50.371621,-4.1444485
"3639","FL377","PHARMACY","HOMEWARD PHARMACY","UPRN",52.2817431,-1.9042302
"3640","FFP73","PHARMACY","RENISHAW PHARMACY","UPRN",53.2936534,-1.3244874
"3641","FK577","PHARMACY","DAY-NIGHT PHARMACY","UPRN",52.764754,-0.8840187
"3642","FH357","PHARMACY","BRIGHT HEALTH PHARMACY","UPRN",51.5509127,-0.3390417
"3643","FDP01","PHARMACY","BROOMFIELD PHARMACY","UPRN",52.4080642,-1.5276729
"3644","FG545","PHARMACY","WELDRICKS PHARMACY","UPRN",53.5984231,-1.4603057
"3645","FM515","PHARMACY","ORCHARDS PHARMACY","UPRN",50.9972687,-0.1021773
"3646","FYC74","PHARMACY","HOLDEN'S CHEMISTS SCAWSBY","PostCode",53.5367421928963,-1.16765957038877
"3647","FVV96","PHARMACY","HEATON'S PHARMACY","UPRN",53.4736977,-2.7356294
"3648","FVX40","PHARMACY","LLOYDSPHARMACY","UPRN",52.343239,0.5108615
"3649","FX651","PHARMACY","SHELLEYS PHARMACY","UPRN",52.4759136,-1.8401652
"3650","FWN22","PHARMACY","CLEAR PHARMACY","PostCode",NA,NA
"3651","FW716","PHARMACY","ORFORD PHARMACY","UPRN",53.4183191,-2.5945149
"3652","FCK57","PHARMACY","MEDICINES & PHARMACY","UPRN",53.1076533,-0.5248259
"3653","FY754","PHARMACY","BOOTS","UPRN",52.4600388,-2.1645797
"3654","FKT39","PHARMACY","WRIGHTS PHARMACY","PostCode",50.74881717693,-1.86577322523657
"3655","FF867","PHARMACY","TAFFS PHARMACY","UPRN",53.5883326,-0.6534693
"3656","FGX51","PHARMACY","TURNERS PHARMACY","UPRN",52.9554557,-1.1208043
"3657","FPV87","PHARMACY","BOOTS","UPRN",51.4504132,0.053243
"3658","FV756","PHARMACY","ASHTON PRIMARY CARE CENTRE PHARMACY","UPRN",53.4860975,-2.0992131
"3659","FCT36","PHARMACY","ONE STOP PHARMACY","UPRN",52.5918016,-2.0815672
"3660","FLA51","PHARMACY","JACKSONS PHARMACY","UPRN",53.4528717,-2.7525502
"3661","FFM76","PHARMACY","BOOTS","UPRN",50.1195041,-5.5350182
"3662","FR299","PHARMACY","BOOTS","UPRN",51.3804152,-0.2816758
"3663","FJ354","PHARMACY","BOOTS","UPRN",54.6075035,-1.2934023
"3664","FQJ81","PHARMACY","WELL","UPRN",52.6534448,1.2794756
"3665","FCW18","PHARMACY","WELL","UPRN",54.5216878,-1.5519075
"3666","FVX21","PHARMACY","REGENT PHARMACY","UPRN",51.609219,-0.2226402
"3667","FPF38","PHARMACY","CHEMISTCARE PHARMACY","UPRN",53.5661838,-0.0413816
"3668","FD553","PHARMACY","CLEAR CHEMIST","PostCode",53.4602097520149,-2.94347124486525
"3669","FFK37","PHARMACY","BOOTS","UPRN",51.3685169,-0.2248987
"3670","FXA85","PHARMACY","PEARTREE PHARMACY","UPRN",51.7969639,-0.1979519
"3671","FWF39","PHARMACY","RXLIVE LIMITED","UPRN",51.3589617,-0.1387852
"3672","FP729","PHARMACY","TAYLOR'S PHARMACY","UPRN",53.4659505,-2.6949292
"3673","FFE25","PHARMACY","NEWMANS PHARMACY","UPRN",50.7718153,0.2946849
"3674","FRQ71","PHARMACY","THE CARE PHARMACY","UPRN",53.7847135,-1.7199053
"3675","FT839","PHARMACY","ASDA PHARMACY","UPRN",50.7919523,-1.1295226
"3676","FRR24","PHARMACY","CLARKS PHARMACY","UPRN",53.4362648,-2.71185
"3677","FCN03","PHARMACY","SUPERDRUG PHARMACY","UPRN",53.8420215,-0.4305369
"3678","FXX03","PHARMACY","NEW STREET PHARMACY","PostCode",51.6615396023178,-3.02513351344024
"3679","FWQ96","PHARMACY","MORRISONS PHARMACY","UPRN",53.2949829,-3.7246139
"3680","FF174","PHARMACY","BLYTH HEALTHCARE PHARMACY","UPRN",55.1276668,-1.5113766
"3681","FJ330","PHARMACY","GILL PHARMACY","UPRN",50.8247971,-0.3223267
"3682","FAR64","PHARMACY","BOOTS","UPRN",51.2754391,0.5211511
"3683","FPF87","PHARMACY","BOOTS","UPRN",52.4113639,-1.826298
"3684","FVC25","PHARMACY","SKELTON PHARMACY","UPRN",54.5610955,-0.9834673
"3685","FCX44","PHARMACY","ETHEL ROAD PHARMACY","UPRN",52.6265745,-1.0866273
"3686","FMD72","PHARMACY","TESCO INSTORE PHARMACY","UPRN",54.2305914,-1.3474611
"3687","FA794","PHARMACY","BIRCHES BRIDGE PHARMACY","UPRN",52.6247069,-2.1889826
"3688","FXC67","PHARMACY","MASONS CHEMISTS","PostCode",52.646978968744,-1.24643131940813
"3689","FQL29","PHARMACY","BOOTS","UPRN",51.6770756,-0.606719
"3690","FXF28","PHARMACY","WOODSEATS PHARMACY","PostCode",53.3399056558433,-1.48029988338368
"3691","FF269","PHARMACY","BOOTS","UPRN",52.0356258,0.7472423
"3692","FCW19","PHARMACY","MOORTOWN - PHARMACY PLUS HEALTH","PostCode",53.8431786064038,-1.53401766122192
"3693","FKG74","PHARMACY","SOUTH BRENT PHARMACY","UPRN",50.4266481,-3.8347434
"3694","FEJ20","PHARMACY","THROCKLEY CHEMISTS","UPRN",54.993022,-1.7579443
"3695","FA527","PHARMACY","BURNOPFIELD PHARMACY","UPRN",54.9051533,-1.7397231
"3696","FCD48","PHARMACY","GRANSHAW'S CHEMIST","UPRN",51.5550794,0.0107825
"3697","FK300","PHARMACY","BOOTS","UPRN",51.4953986,-0.0469371
"3698","FAH94","PHARMACY","LO'S PHARMACY","UPRN",53.7114376,-1.5095722
"3699","FNX56","PHARMACY","TERRY'S CHEMIST","UPRN",53.4013737,-2.3537225
"3700","FKR08","PHARMACY","HOPKINS PHARMACY","UPRN",50.9543175,-0.1286689
"3701","FD660","PHARMACY","ALLIED PHARMACY MELTON MOWBRAY","UPRN",52.7646519,-0.884629
"3702","FRP25","PHARMACY","HURN CHEMIST LTD","UPRN",52.6031916,1.2358575
"3703","FGQ38","PHARMACY","BROOKFIELD PHARMACY","UPRN",51.8572755,-2.1935437
"3704","FW468","PHARMACY","ROWLANDS PHARMACY","UPRN",53.6700052,-2.676546
"3705","FR039","PHARMACY","PARK VIEW PHARMACY","UPRN",53.6486002,-1.7918163
"3706","FQH40","PHARMACY","PICKFORDS PHARMACY","UPRN",53.5368026,-1.1680046
"3707","FRV90","PHARMACY","CARLETON IN CRAVEN PHARMACY","UPRN",53.9427045,-2.0451372
"3708","FET38","PHARMACY","MILFORD PHARMACY","UPRN",53.7799717,-1.2487659
"3709","FDC71","PHARMACY","M PHARMACY","UPRN",52.4758547,-1.8386945
"3710","FAE34","PHARMACY","COHENS CHEMIST","UPRN",53.421305,-2.3554682
"3711","FWD53","PHARMACY","JARDINES PHARMACY","UPRN",51.8950651,-0.7191573
"3712","FQQ44","PHARMACY","WOOLLS PHARMACY","UPRN",51.3917754,1.4062117
"3713","FLD69","PHARMACY","WORTHING PHARMACY","UPRN",50.8123532,-0.3598717
"3714","FD484","PHARMACY","LONDON ROAD PHARMACY","UPRN",53.2439471,-2.1258612
"3715","FKW86","PHARMACY","HYSON GREEN PHARMACY","UPRN",52.9651451,-1.1707088
"3716","FGA56","PHARMACY","HILLSBOROUGH PHARMACY","UPRN",53.4018702,-1.503591
"3717","FQ644","PHARMACY","HALL GREEN PHARMACY","UPRN",52.4397968,-1.848115
"3718","FWE90","PHARMACY","WELL","UPRN",51.6813662,-4.1659793
"3719","FXK95","PHARMACY","WHALLEY PHARMACY","UPRN",53.8203172,-2.4063117
"3720","FW044","PHARMACY","DAY LEWIS PHARMACY","UPRN",51.639773,-2.6579452
"3721","FAM79","PHARMACY","ROWLANDS CASTLE PHARMACY","UPRN",50.8913165,-0.9587951
"3722","FHJ91","PHARMACY","KNIGHTS HENLEY PHARMACY","UPRN",52.2924637,-1.7799012
"3723","FN352","PHARMACY","BURNGREAVE PHARMACY","UPRN",53.3983852,-1.4653304
"3724","FAY94","PHARMACY","ONE PHARMACY","UPRN",52.6534376,1.2793814
"3725","FR559","PHARMACY","SAGE PHARMACY","UPRN",52.2426167,-0.8690333
"3726","FCM48","PHARMACY","KAMSONS PHARMACY","UPRN",50.7798347,0.2549327
"3727","FT728","PHARMACY","ROWLANDS PHARMACY","PostCode",52.0412492498856,-2.73948971367069
"3728","FC367","PHARMACY","CENTRAL PHARMACY","UPRN",52.577149,1.7277575
"3729","FJ191","PHARMACY","BOOTS","UPRN",52.34298,1.5013832
"3730","FHG20","PHARMACY","BOOTS","UPRN",50.9213801,-1.4319118
"3731","FXN94","PHARMACY","MORRISONS PHARMACY","UPRN",51.6075263,-0.0216497
"3732","FTH56","PHARMACY","UNIPHARM CHEMISTS","UPRN",52.6481104,-1.0619231
"3733","FNF23","PHARMACY","BOOTS","UPRN",52.3421819,-1.5756541
"3734","FM850","PHARMACY","MY OWN CHEMIST","PostCode",51.5450560270384,-0.360217532166861
"3735","FFC93","PHARMACY","BOOTS","UPRN",50.8443597,0.4995973
"3736","FJM76","PHARMACY","MW PHILLIPS CHEMISTS","UPRN",52.5439295,-1.8950114
"3737","FLR73","PHARMACY","BOOTS","UPRN",51.4949749,-0.1443294
"3738","FGE65","PHARMACY","MIDDLETON PHARMACY","UPRN",53.5565365,-2.1957749
"3739","FNM30","PHARMACY","CALE GREEN PHARMACY","UPRN",53.3977815,-2.1569984
"3740","FF553","PHARMACY","BOOTS","UPRN",53.0971921,-1.3880953
"3741","FV733","PHARMACY","BONAMY PHARMACY","UPRN",51.4864579,-0.0625444
"3742","FPJ89","PHARMACY","UPWELL STREET PHARMACY","UPRN",53.4065877,-1.4350681
"3743","FDP02","PHARMACY","BUZZ DOCTOR PHARMACY","UPRN",52.4116428,-1.826444
"3744","FWJ69","PHARMACY","DAY LEWIS PHARMACY","UPRN",51.5434327,-0.2000734
"3745","FGX90","PHARMACY","SILVERDALE PHARMACY","UPRN",52.6725565,-1.0909139
"3746","FLH77","PHARMACY","KNIGHTS KNOWLE PHARMACY","UPRN",52.3882507,-1.734229
"3747","FX413","PHARMACY","FOREST PHARMACY","UPRN",50.9180511,-1.5646329
"3748","FTF22","PHARMACY","FLORA FOUNTAIN LTD","UPRN",51.5448772,-0.4771322
"3749","FWC91","PHARMACY","ALWAY PHARMACY","PostCode",51.5863747312519,-2.9441837153302
"3750","FMR14","PHARMACY","THE HEATH PHARMACY","UPRN",51.6350225,-0.342458
"3751","FKW73","PHARMACY","NORTH WORLE PHARMACY","UPRN",51.3622501,-2.9117927
"3752","FGF60","PHARMACY","OAKS PHARMACY","UPRN",51.2952116,0.4728585
"3753","FQV02","PHARMACY","BADHAM PHARMACY","UPRN",51.8648049,-2.2267894
"3754","FJR22","PHARMACY","MEDHILL PHARMACY","UPRN",51.2455007,-1.1135153
"3755","FXE08","PHARMACY","HAMSTEAD PHARMACY","UPRN",52.5316817,-1.9287182
"3756","FD738","PHARMACY","ODESSEY PHARMACY","UPRN",52.3997542,-0.7313666
"3757","FNY43","PHARMACY","BOOTS","UPRN",53.5812786,-2.430214
"3758","FKH63","PHARMACY","KINGSLAND PHARMACY","UPRN",50.9054041,-1.3970274
"3759","FKX64","PHARMACY","WELL","UPRN",53.4851212,-2.3411418
"3760","FVM57","PHARMACY","PHARMACIA NATURALE","PostCode",51.5823273974406,-0.126998627536812
"3761","FXL90","PHARMACY","SUPERDRUG PHARMACY","UPRN",52.7645809,-0.8856831
"3762","FMH99","PHARMACY","CARLETON PHARMACY","UPRN",53.8532957,-3.005358
"3763","FQA92","PHARMACY","BOOTS","UPRN",51.7132178,-0.4503539
"3764","FMG69","PHARMACY","DAY LEWIS PHARMACY","UPRN",50.1238504,-5.6798714
"3765","FGQ53","PHARMACY","RAVEN PHARMACY","UPRN",53.0362299,-2.185545
"3766","FDM82","PHARMACY","DAY LEWIS PHARMACY","UPRN",50.6410622,-3.3948427
"3767","FWL95","PHARMACY","CATHEDRAL PHARMACY","UPRN",53.5532711,-2.1546733
"3768","FNK08","PHARMACY","MALVERN PHARMACIES GROUP","UPRN",52.1251018,-2.3016697
"3769","FXF65","PHARMACY","WISE PHARMACY","UPRN",53.5080876,-2.2408297
"3770","FDW22","PHARMACY","MEDICLINIC PHARMACY","UPRN",51.3728869,0.5574499
"3771","FMJ02","PHARMACY","WELL","UPRN",55.0097725,-1.4752668
"3772","FKP05","PHARMACY","MY LOCAL CHEMIST","UPRN",52.9305032,-1.144908
"3773","FWJ01","PHARMACY","BOOTS","PostCode",51.4766299647697,-3.18048375273373
"3774","FH292","PHARMACY","BOOTS","UPRN",51.0178657,-3.8353158
"3775","FEG10","PHARMACY","WELL","UPRN",51.8851162,-0.1879835
"3776","FHF91","PHARMACY","WELL","UPRN",53.4019298,-1.5034311
"3777","FL787","PHARMACY","BOOTS","UPRN",54.1958997,-3.0946571
"3778","FVG82","PHARMACY","DAY LEWIS PHARMACY","UPRN",52.8582723,-3.0549963
"3779","FXX35","PHARMACY","WELDRICKS PHARMACY","UPRN",53.392471,-1.3610163
"3780","FRN48","PHARMACY","SUPERDRUG PHARMACY","UPRN",52.5246862,-1.83728
"3781","FF562","PHARMACY","MANOR PHARMACY","UPRN",52.96669,-1.3052924
"3782","FXP50","PHARMACY","BOOTS","UPRN",53.7256296,-1.3511768
"3783","FVV12","PHARMACY","LINCOLN CO-OP CHEMISTS LTD","UPRN",53.2390926,-0.5446502
"3784","FFR19","PHARMACY","DAY-NIGHT PHARMACY","UPRN",52.895821,-1.4567664
"3785","FMR08","PHARMACY","SEA ROAD PHARMACY","UPRN",54.9294514,-1.3811997
"3786","FCK91","PHARMACY","8PM CHEMIST","UPRN",52.5843063,-2.0561636
"3787","FAF48","PHARMACY","COHENS CHEMIST","UPRN",53.4014919,-2.9844984
"3788","FEE48","PHARMACY","WELL","UPRN",53.4524087,-2.3917464
"3789","FA368","PHARMACY","TESCO INSTORE PHARMACY","UPRN",51.4585984,-0.9990075
"3790","FDX70","PHARMACY","BOOTS","UPRN",51.4208394,0.0209212
"3791","FK872","PHARMACY","MANOR PHARMACY","UPRN",53.4180605,-2.1434507
"3792","FFW82","PHARMACY","NATIONWIDE CARE PHARMACY","PostCode",52.4586627410658,-1.82719333703678
"3793","FL862","PHARMACY","WORLDS END PHARMACY","UPRN",51.4817123,-0.1805854
"3794","FA064","PHARMACY","COHENS CHEMIST","UPRN",53.5902367,-2.2990971
"3795","FY677","PHARMACY","TESCO INSTORE PHARMACY","UPRN",50.8437682,0.4999208
"3796","FXL27","PHARMACY","WELL","UPRN",52.6431607,1.3356099
"3797","FN011","PHARMACY","SINGERS PHARMACY","UPRN",53.3919943,-2.2354243
"3798","FWV76","PHARMACY","GRAVELLS PHARMACY","UPRN",51.6844789,-4.1624966
"3799","FW476","PHARMACY","HENCONNER PHARMACY","UPRN",53.7960028,-1.6214559
"3800","FAK76","PHARMACY","WITHNELL PHARMACY","UPRN",53.693478,-2.5569941
"3801","FTL60","PHARMACY","CORE PHARMACY","UPRN",51.4424683,0.21498
"3802","FP235","PHARMACY","MARSH ROAD PHARMACY","UPRN",51.9002084,-0.4479777
"3803","FQ188","PHARMACY","MORRISONS PHARMACY","UPRN",52.4125541,-1.5319634
"3804","FNN81","PHARMACY","SOMERVILLE PHARMACY","UPRN",53.4101364,-3.0416361
"3805","FV199","PHARMACY","MALCHEM CHEMISTS","UPRN",52.4975231,-1.9744084
"3806","FW374","PHARMACY","MUIRHEAD AVENUE PHARMACY","UPRN",53.4377156,-2.9141048
"3807","FWT68","PHARMACY","BOOTS","PostCode",53.2879418076149,-3.69460780058
"3808","FM182","PHARMACY","HALL'S PHARMACY","UPRN",50.0997547,-5.2702962
"3809","FKQ23","PHARMACY","EVERCREECH PHARMACY","UPRN",51.1484423,-2.5053719
"3810","FK015","PHARMACY","LANSDALES PHARMACY & CLINIC","UPRN",51.6375732,-0.6919197
"3811","FQK16","PHARMACY","FISHPOOL PHARMACY","UPRN",53.5833447,-2.2976899
"3812","FH304","PHARMACY","MORRISONS PHARMACY","UPRN",52.6240895,1.3082073
"3813","FLJ66","PHARMACY","GRAVESEND MEDICAL CENTRE PHARMACY","UPRN",51.4439328,0.3700158
"3814","FLF77","PHARMACY","BRIGHTON HILL PHARMACY","UPRN",51.2453381,-1.114313
